entry,name,requiredlevel,ilvl
32100,Chancellor's Mooncloth Mitts,70,105
32101,Chancellor's Mooncloth Shoulderpads,70,105
32102,Chancellor's Mooncloth Vestments,70,105
32103,Chancellor's Satin Gloves,70,105
32104,Chancellor's Satin Hood,70,105
32105,Chancellor's Satin Leggings,70,105
32106,Chancellor's Satin Mantle,70,105
32107,Chancellor's Satin Robe,70,105
32108,Chancellor's Silk Amice,70,105
32109,Chancellor's Silk Cowl,70,105
32110,Chancellor's Silk Handguards,70,105
32111,Chancellor's Silk Raiment,70,105
32112,Chancellor's Silk Trousers,70,105
32113,Chancellor's Dragonhide Gloves,70,105
32114,Chancellor's Dragonhide Helm,70,105
32115,Chancellor's Dragonhide Legguards,70,105
32116,Chancellor's Dragonhide Spaulders,70,105
32117,Chancellor's Dragonhide Tunic,70,105
32118,Chancellor's Kodohide Gloves,70,105
32119,Chancellor's Kodohide Helm,70,105
32120,Chancellor's Leather Legguards,70,105
32121,Chancellor's Kodohide Spaulders,70,105
32122,Chancellor's Kodohide Legguards,70,105
32123,Chancellor's Kodohide Tunic,70,105
32124,Chancellor's Leather Gloves,70,105
32125,Chancellor's Leather Helm,70,105
32126,Chancellor's Leather Spaulders,70,105
32127,Chancellor's Leather Tunic,70,105
32128,Chancellor's Wyrmhide Gloves,70,105
32129,Chancellor's Wyrmhide Helm,70,105
32130,Chancellor's Wyrmhide Legguards,70,105
32131,Chancellor's Wyrmhide Spaulders,70,105
32132,Chancellor's Wyrmhide Tunic,70,105
32133,Chancellor's Chain Armor,70,105
32134,Chancellor's Chain Gauntlets,70,105
32135,Chancellor's Chain Helm,70,105
32136,Chancellor's Chain Leggings,70,105
32137,Chancellor's Chain Spaulders,70,105
32138,Chancellor's Linked Armor,70,105
32139,Chancellor's Linked Gauntlets,70,105
32140,Chancellor's Linked Helm,70,105
32141,Chancellor's Linked Leggings,70,105
32142,Chancellor's Linked Spaulders,70,105
32143,Chancellor's Mail Armor,70,105
32144,Chancellor's Mail Gauntlets,70,105
32145,Chancellor's Mail Helm,70,105
32146,Chancellor's Mail Leggings,70,105
32147,Chancellor's Mail Spaulders,70,105
32148,Chancellor's Ringmail Chestguard,70,105
32149,Chancellor's Ringmail Gloves,70,105
32150,Chancellor's Ringmail Headpiece,70,105
32151,Chancellor's Ringmail Legguards,70,105
32152,Chancellor's Ringmail Shoulders,70,105
32153,Chancellor's Lamellar Chestpiece,70,105
32154,Chancellor's Lamellar Gauntlets,70,105
32155,Chancellor's Lamellar Helm,70,105
32156,Chancellor's Lamellar Legguards,70,105
32157,Chancellor's Lamellar Shoulders,70,105
32158,Chancellor's Ornamented Chestplate,70,105
32159,Chancellor's Ornamented Gloves,70,105
32160,Chancellor's Ornamented Headguard,70,105
32161,Chancellor's Ornamented Leggings,70,105
32162,Chancellor's Ornamented Spaulders,70,105
32163,Chancellor's Plate Chestpiece,70,105
32164,Chancellor's Plate Gauntlets,70,105
32165,Chancellor's Plate Helm,70,105
32166,Chancellor's Plate Legguards,70,105
32167,Chancellor's Plate Shoulders,70,105
32168,Chancellor's Scaled Chestpiece,70,105
32169,Chancellor's Scaled Gauntlets,70,105
32170,Chancellor's Scaled Helm,70,105
32171,Chancellor's Scaled Legguards,70,105
32172,Chancellor's Scaled Shoulders,70,105
32173,Chancellor's Bonecracker,70,105
32174,Chancellor's Cleaver,70,105
32175,Chancellor's Hacker,70,105
32176,Chancellor's Pummeler,70,105
32177,Chancellor's Quickblade,70,105
32178,Chancellor's Shanker,70,105
32179,Chancellor's Shiv,70,105
32180,Chancellor's Slicer,70,105
32181,Chancellor's Bonegrinder,70,105
32182,Chancellor's Decapitator,70,105
32183,Chancellor's Maul,70,105
32184,Chancellor's Painsaw,70,105
32185,Chancellor's War Staff,70,105
32186,Chancellor's Warblade,70,105
32187,Chancellor's Heavy Crossbow,70,105
32188,Chancellor's Left Ripper,70,105
32189,Chancellor's Right Ripper,70,105
32190,Chancellor's Spellblade,70,105
32191,Chancellor's Battletome,70,105
32192,Chancellor's Barricade,70,105
32193,Bold Crimson Spinel,0,100
32194,Delicate Crimson Spinel,0,100
32195,Teardrop Crimson Spinel,0,100
32196,Runed Crimson Spinel,0,100
32197,Bright Crimson Spinel,0,100
32198,Subtle Crimson Spinel,0,100
32199,Flashing Crimson Spinel,0,100
32200,Solid Empyrean Sapphire,0,100
32232,Eternium Shell Bracers,70,141
32201,Sparkling Empyrean Sapphire,0,100
32202,Lustrous Empyrean Sapphire,0,100
32203,Stormy Empyrean Sapphire,0,100
32204,Brilliant Lionseye,0,100
32205,Smooth Lionseye,0,100
32206,Rigid Lionseye,0,100
32233,Wolpertinger's Tankard,0,20
32207,Gleaming Lionseye,0,100
32208,Thick Lionseye,0,100
32209,Mystic Lionseye,0,100
32210,Great Lionseye,0,100
32211,Sovereign Shadowsong Amethyst,0,100
32212,Shifting Shadowsong Amethyst,0,100
32213,Balanced Shadowsong Amethyst,0,100
32214,Infused Shadowsong Amethyst,0,100
32215,Glowing Shadowsong Amethyst,0,100
32216,Royal Shadowsong Amethyst,0,100
32217,Inscribed Pyrestone,0,100
32218,Potent Pyrestone,0,100
32219,Luminous Pyrestone,0,100
32220,Glinting Pyrestone,0,100
32221,Veiled Pyrestone,0,100
32222,Wicked Pyrestone,0,100
32223,Enduring Seaspray Emerald,0,100
32224,Radiant Seaspray Emerald,0,100
32225,Dazzling Seaspray Emerald,0,100
32226,Jagged Seaspray Emerald,0,100
32227,Crimson Spinel,0,100
32228,Empyrean Sapphire,0,100
32229,Lionseye,0,100
32230,Shadowsong Amethyst,0,100
32231,Pyrestone,0,100
32234,Fists of Mukoa,70,141
32235,Cursed Vision of Sargeras,70,151
32236,Rising Tide,70,141
32237,The Maelstrom's Fury,70,141
32238,Ring of Calming Waves,70,141
32239,Slippers of the Seacaller,70,141
32240,Guise of the Tidal Lurker,70,141
32241,Helm of Soothing Currents,70,141
32242,Boots of Oceanic Fury,70,141
32243,Pearl Inlaid Boots,70,141
32244,Seer's Stone,0,1
32245,Tide-stomper's Greaves,70,141
32246,Monster - Mace, Spiked Skull,1,1
32247,Ring of Captured Storms,70,141
32248,Halberd of Desolation,70,141
32249,Seaspray Emerald,0,100
32250,Pauldrons of Abyssal Fury,70,141
32251,Wraps of Precise Flight,70,141
32252,Nether Shadow Tunic,70,141
32253,Legionkiller,70,141
32254,The Brutalizer,70,141
32255,Felstone Bulwark,70,141
32256,Waistwrap of Infinity,70,141
32257,Idol of the White Stag,70,141
32258,Naturalist's Preserving Cinch,70,141
32259,Bands of the Coming Storm,70,141
32260,Choker of Endless Nightmares,70,141
32261,Band of the Abyssal Lord,70,141
32262,Syphon of the Nathrezim,70,141
32263,Praetorian's Legguards,70,141
32264,Shoulders of the Hidden Predator,70,141
32265,Shadow-walker's Cord,70,141
32266,Ring of Deceitful Intent,70,141
32267,Boots of the Resilient,70,128
32268,Myrmidon's Treads,70,141
32269,Messenger of Fate,70,141
32270,Focused Mana Bindings,70,141
32271,Kilt of Immortal Nature,70,141
32272,Monster - Sword, Chromatically Tempered,1,1
32273,Amice of Brilliant Light,70,141
32274,Design: Bold Crimson Spinel,0,75
32275,Spiritwalker Gauntlets,70,141
32276,Flashfire Girdle,70,141
32277,Design: Delicate Crimson Spinel,0,75
32278,Grips of Silent Justice,70,141
32279,The Seeker's Wristguards,70,141
32280,Gauntlets of Enforcement,70,141
32281,Design: Teardrop Crimson Spinel,0,75
32319,Blue Riding Nether Ray,70,70
32282,Design: Runed Crimson Spinel,0,75
32283,Design: Bright Crimson Spinel,0,75
32284,Design: Subtle Crimson Spinel,0,75
32285,Design: Flashing Crimson Spinel,0,75
32286,Design: Solid Empyrean Sapphire,0,75
32287,Design: Sparkling Empyrean Sapphire,0,75
32288,Design: Lustrous Empyrean Sapphire,0,75
32289,Design: Stormy Empyrean Sapphire,0,75
32290,Design: Brilliant Lionseye,0,75
32291,Design: Smooth Lionseye,0,75
32292,Design: Rigid Lionseye,0,75
32293,Design: Gleaming Lionseye,0,75
32294,Design: Thick Lionseye,0,75
32295,Design: Mystic Lionseye,0,75
32296,Design: Great Lionseye,0,75
32297,Design: Sovereign Shadowsong Amethyst,0,75
32298,Design: Shifting Shadowsong Amethyst,0,75
32299,Design: Balanced Shadowsong Amethyst,0,75
32300,Design: Infused Shadowsong Amethyst,0,75
32301,Design: Glowing Shadowsong Amethyst,0,75
32302,Design: Royal Shadowsong Amethyst,0,75
32303,Design: Inscribed Pyrestone,0,75
32304,Design: Potent Pyrestone,0,75
32305,Design: Luminous Pyrestone,0,75
32306,Design: Glinting Pyrestone,0,75
32307,Design: Veiled Pyrestone,0,75
32308,Design: Wicked Pyrestone,0,75
32309,Design: Enduring Seaspray Emerald,0,75
32310,Design: Radiant Seaspray Emerald,0,75
32311,Design: Dazzling Seaspray Emerald,0,75
32312,Design: Jagged Seaspray Emerald,0,75
32313,Raven Stone,0,1
32314,Green Riding Nether Ray,70,70
32315,Cenarion Sparrowhawk Whistle,0,1
32316,Purple Riding Nether Ray,70,70
32317,Red Riding Nether Ray,70,70
32318,Silver Riding Nether Ray,70,70
32320,Captive Sparrowhawk,0,1
32321,Sparrowhawk Net,0,1
32322,Monster - Crystal Offhand, Blood Elf - Green,1,1
32323,Shadowmoon Destroyer's Drape,70,141
32324,Insidious Bands,70,141
32325,Rifle of the Stoic Guardian,70,141
32326,Twisted Blades of Zarak,70,141
32327,Robe of the Shadow Council,70,141
32328,Botanist's Gloves of Growth,70,141
32329,Cowl of Benevolence,70,141
32330,Totem of Ancestral Guidance,70,141
32331,Cloak of the Illidari Council,70,141
32332,Torch of the Damned,70,141
32333,Girdle of Stability,70,141
32334,Vest of Mounting Assault,70,141
32335,Unstoppable Aggressor's Ring,70,141
32336,Black Bow of the Betrayer,70,151
32337,Shroud of Forgiveness,70,141
32338,Blood-cursed Shoulderpads,70,141
32339,Belt of Primal Majesty,70,141
32340,Garments of Temperance,70,141
32341,Leggings of Divine Retribution,70,141
32342,Girdle of Mighty Resolve,70,141
32343,Wand of Prismatic Focus,70,141
32344,Staff of Immaculate Recovery,70,141
32345,Dreadboots of the Legion,70,141
32346,Boneweave Girdle,70,141
32347,Grips of Damnation,70,141
32348,Soul Cleaver,70,141
32349,Translucent Spellthread Necklace,70,141
32350,Touch of Inspiration,70,141
32351,Elunite Empowered Bracers,70,141
32352,Naturewarden's Treads,70,141
32353,Gloves of Unfailing Faith,70,141
32354,Crown of Empowered Fate,70,141
32355,Essence of the Eagle,0,1
32356,Essence of the Hawk,0,1
32357,Essence of the Falcon,0,1
32358,Vim'gol's Vile Grimoire,0,1
32359,Arthorn's Package,0,1
32360,Monster - Staff, Hellfire D01,1,1
32361,Blind-Seers Icon,70,141
32362,Pendant of Titans,70,141
32363,Naaru-Blessed Life Rod,70,141
32364,Southfury Moonstone,0,1
32365,Heartshatter Breastplate,70,141
32366,Shadowmaster's Boots,70,141
32367,Leggings of Devastation,70,141
32368,Tome of the Lightbringer,70,141
32369,Blade of Savagery,70,141
32370,Nadina's Pendant of Purity,70,141
32371,Monster - Polearm, Epic D - Glow,1,1
32372,Blade's Edge Test Shard,0,1
32373,Helm of the Illidari Shatterer,70,141
32374,Zhar'doom, Greatstaff of the Devourer,70,151
32375,Bulwark of Azzinoth,70,151
32376,Forest Prowler's Helm,70,141
32377,Mantle of Darkness,70,141
32378,Silver Star,0,37
32379,Grulloc's Dragon Skull,0,1
32380,Maggoc's Treasure Chest,0,1
32381,Schematic: Fused Wiring,0,55
32382,Slaag's Standard,0,1
32383,Skulloc's Soul,0,1
32384,Monster - Sword, 1H - Blackwing A02,60,76
32385,Magtheridon's Head,70,70
32386,Magtheridon's Head,70,70
32387,Idol of the Raven Goddess,0,115
32388,Shadow Dust,0,1
32389,Soulguard Leggings,70,130
32390,Soulguard Girdle,70,130
32391,Soulguard Slippers,70,130
32392,Soulguard Bracers,70,130
32393,Redeemed Soul Cinch,70,130
32394,Redeemed Soul Moccasins,70,130
32395,Redeemed Soul Wristguards,70,130
32396,Redeemed Soul Legguards,70,130
32397,Waistguard of Shackled Souls,70,130
32398,Boots of Shackled Souls,70,130
32399,Bracers of Shackled Souls,70,130
32400,Greaves of Shackled Souls,70,130
32401,Shadesteel Girdle,70,130
32402,Shadesteel Sabots,70,130
32403,Shadesteel Bracers,70,130
32404,Shadesteel Greaves,70,130
32405,Verdant Sphere,70,70
32406,Skyguard Blasting Charges,0,0
32407,Creature - Maiev's Glaive,70,115
32408,Naj'entus Spine,0,1
32409,Relentless Earthstorm Diamond,0,70
32416,Tom's Legs C,70,138
32410,Thundering Skyfire Diamond,0,70
32411,Design: Thundering Skyfire Diamond,0,73
32412,Design: Relentless Earthstorm Diamond,0,73
32413,Frost Grenade,0,65
32414,Tom's Legs A,70,105
32415,Tom's Legs B,70,120
32417,Tom's Legs 1,70,115
32418,Tom's Legs 2,70,130
32419,Tom's Legs 3,70,145
32420,Night's End,70,130
32421,Tom's Axe A,70,105
32422,Tom's Axe B,70,130
32423,Icy Blasting Primers,0,68
32424,Blade's Edge Ogre Brew,0,25
32425,Monster - Sword, 1H Maiev's Blade,1,1
32426,Testing Darkrune,0,73
32427,Netherwing Crystal,0,1
32428,Heart of Darkness,0,65
32429,Pattern: Boots of Shackled Souls,0,75
32430,Pattern: Bracers of Shackled Souls,0,75
32431,Pattern: Greaves of Shackled Souls,0,75
32432,Pattern: Waistguard of Shackled Souls,0,75
32433,Pattern: Redeemed Soul Moccasins,0,75
32434,Pattern: Redeemed Soul Wristguards,0,75
32435,Pattern: Redeemed Soul Legguards,0,75
32436,Pattern: Redeemed Soul Cinch,0,75
32437,Pattern: Soulguard Slippers,0,75
32438,Pattern: Soulguard Bracers,0,75
32439,Pattern: Soulguard Leggings,0,75
32440,Pattern: Soulguard Girdle,0,75
32441,Plans: Shadesteel Sabots,0,75
32442,Plans: Shadesteel Bracers,0,75
32443,Plans: Shadesteel Greaves,0,75
32444,Plans: Shadesteel Girdle,0,75
32445,Skyguard Tabard,70,20
32446,Elixir of Shadows,0,1
32447,Pattern: Night's End,0,75
32448,Monster - Trident, Ornate (Electrified),1,1
32449,Essence-Infused Moonstone,0,1
32450,Gladiator's Gavel,70,123
32451,Gladiator's Salvation,70,123
32452,Gladiator's Reprieve,70,123
32453,Star's Tears,65,75
32454,Arthorn's Research,0,1
32455,Star's Lament,55,65
32456,Skyguard Bombs,0,1
32457,Arakkoa Fetish,0,0
32458,Ashes of Al'ar,70,70
32459,Time-Phased Phylactery,0,1
32460,Monster - Sword, 2H Crystal Blue (Blue Flame),1,1
32461,Furious Gizmatic Goggles,62,127
32462,Morthis' Materials,0,1
32463,Monster - Sword, Crystal Mace (Blue),1,1
32464,Nethercite Ore,0,70
32465,Fortune Coin,0,1
32466,Bland Blade,0,100
32467,Vim'gol's Grimoire,0,1
32468,Netherdust Pollen,0,70
32469,Illidari Service Papers,0,1
32470,Nethermine Flayer Hide,0,70
32471,Shard of Azzinoth,70,151
32472,Justicebringer 2000 Specs,62,127
32473,Tankatronic Goggles,62,127
32474,Surestrike Goggles v2.0,62,127
32475,Living Replicator Specs,62,127
32476,Gadgetstorm Goggles,62,127
32477,Monster - Silithid Claw,1,1
32478,Deathblow X11 Goggles,62,127
32479,Wonderheal XT40 Shades,62,127
32480,Magnified Moon Specs,62,127
32481,Charm of Swift Flight,0,70
32482,Touch of Victory,70,130
32483,The Skull of Gul'dan,70,151
32484,Monster - Sword, Crystal (Blue),1,1
32485,Ashtongue Talisman of Valor,0,141
32486,Ashtongue Talisman of Equilibrium,0,141
32487,Ashtongue Talisman of Swiftness,0,141
32488,Ashtongue Talisman of Insight,0,141
32489,Ashtongue Talisman of Zeal,0,141
32490,Ashtongue Talisman of Acumen,0,141
32491,Ashtongue Talisman of Vision,0,141
32492,Ashtongue Talisman of Lethality,0,141
32493,Ashtongue Talisman of Shadows,0,141
32494,Destruction Holo-gogs,62,127
32495,Powerheal 4000 Lens,62,127
32496,Memento of Tyrande,70,151
32497,Stormrage Signet Ring,70,151
32499,Monster - Mace2H, Ogri'la Hammer,1,1
32500,Crystal Spire of Karabor,70,151
32501,Shadowmoon Insignia,70,141
32502,Fel Gland,0,1
32503,Yarzill's Mutton,0,1
32504,Monster - Silithid Claw (Offhand),1,1
32505,Madness of the Betrayer,70,141
32506,Netherwing Egg,0,70
32507,Monster - Polearm, Teron Gorefiend (Black Temple),1,1
32508,Necklace of the Deep,65,100
32509,Netherwing Relic,0,1
32510,Softstep Boots of Tracking,70,141
32512,Girdle of Lordaeron's Fallen,70,141
32513,Wristbands of Divine Influence,70,141
32514,Skettis Band,70,115
32515,Wristguards of Determination,70,128
32516,Wraps of Purification,70,128
32517,The Wavemender's Mantle,70,141
32518,Veil of Turning Leaves,70,141
32519,Belt of Divine Guidance,70,141
32520,Manaforged Sphere,70,109
32521,Faceplate of the Impenetrable,70,151
32522,Demonic Bulwark,70,115
32523,Ishaal's Almanac,70,1
32524,Shroud of the Highborne,70,151
32525,Cowl of the Illidari High Lord,70,151
32526,Band of Devastation,70,151
32527,Ring of Ancient Knowledge,70,151
32528,Blessed Band of Karabor,70,151
32529,Heretic's Gauntlets,70,115
32530,Monster - Polearm, Blood Elf D01 (Purple Glow),1,1
32531,Gezzarak's Fang,70,115
32532,Windrager's Coils,70,115
32533,Karrog's Shard,70,115
32534,Brooch of the Immortal King,70,115
32535,Gift of the Talonpriests,70,115
32536,Terokk's Gavel,70,115
32537,Terokk's Gavel,70,115
32538,Skywitch's Drape,70,115
32539,Skyguard's Drape,70,115
32540,Terokk's Might,70,105
32541,Terokk's Wisdom,70,105
32542,Imp in a Ball,0,1
32543,Tier 5 Druid Test Gear,0,70
32544,Tier 5 Druid Test Gear Box 2,0,70
32545,Tier 5 Hunter Test Gear,0,70
32546,Tier 5 Hunter Test Gear Box 2,0,70
32547,Tier 5 Mage Test Gear,0,70
32548,Tier 5 Mage Test Gear Box 2,0,70
32549,Tier 5 Paladin Test Gear,0,70
32550,Tier 5 Paladin Test Gear Box 2,0,70
32551,Tier 5 Priest Test Gear,0,70
32552,Tier 5 Priest Test Gear Box 2,0,70
32553,Tier 5 Rogue Test Gear,0,70
32554,Tier 5 Rogue Test Gear Box 2,0,70
32555,Tier 5 Shaman Test Gear,0,70
32556,Tier 5 Shaman Test Gear Box 2,0,70
32557,Tier 5 Warlock Test Gear,0,70
32558,Tier 5 Warlock Test Gear Box 2,0,70
32559,Tier 5 Warrior Test Gear,0,70
32560,Tier 5 Warrior Test Gear Box 2,0,70
32561,Tier 5 Arrow Box,0,70
32562,Monster - Dagger, Curved Bone Bloody (Black Glow),1,1
32563,Grilled Picnic Treat,1,5
32564,Ishaal's Almanac,0,1
32565,Monster - Axe, 2H Large Double Bladed (Black Glow),1,1
32566,Picnic Basket,0,1
32567,Aether Ray Eye,0,1
32568,Swiftsteel Bracers,70,141
32569,Apexis Shard,0,0
32570,Swiftsteel Shoulders,70,141
32571,Dawnsteel Bracers,70,141
32572,Apexis Crystal,0,0
32573,Dawnsteel Shoulders,70,141
32574,Bindings of Lightning Reflexes,70,141
32575,Shoulders of Lightning Reflexes,70,141
32576,Depleted Crystal Focus,0,0
32577,Living Earth Bindings,70,141
32578,Charged Crystal Focus,0,0
32579,Living Earth Shoulders,70,141
32580,Swiftstrike Bracers,70,141
32581,Swiftstrike Shoulders,70,141
32582,Bracers of Renewed Life,70,141
32583,Shoulderpads of Renewed Life,70,141
32584,Swiftheal Wraps,70,141
32585,Swiftheal Mantle,70,141
32586,Bracers of Nimble Thought,70,141
32587,Mantle of Nimble Thought,70,141
32588,Banana Charm,0,1
32589,Hellfire-Encased Pendant,70,141
32590,Nethervoid Cloak,70,141
32591,Choker of Serrated Blades,70,141
32592,Chestguard of Relentless Storms,70,141
32593,Treads of the Den Mother,70,141
32594,Ogrela Test Tunic,70,120
32595,Ogrela Reagent Dust,0,70
32596,Unstable Flask of the Elder,65,70
32597,Unstable Flask of the Soldier,65,70
32598,Unstable Flask of the Beast,65,70
32599,Unstable Flask of the Bandit,65,70
32600,Unstable Flask of the Physician,65,70
32601,Unstable Flask of the Sorcerer,65,70
32602,Crystalforged Darkrune,0,1
32603,Monster - Black Temple - Sword, 2H - Shadowmoon Champion,1,1
32604,Monster - Black Temple - Axe, 1H - Shadowmoon Reaver,1,1
32605,Monster - Black Temple - Staff, 2H - Shadowmoon Blood Mage,1,1
32606,Girdle of the Lightbearer,70,141
32607,Monster - Black Temple - Staff, 2H - Shadowmoon Deathshaper,1,1
32608,Pillager's Gauntlets,70,141
32609,Boots of the Divine Light,70,141
32610,Monster - Staff, Ornate Jeweled Staff - Blue Low Blue Glow,1,1
32611,Monster - Black Temple - Hammer, 1H - Shadowmoon Grunt,1,1
32612,Monster - Black Temple - Axe, 2H - Shadowmoon Houndmaster,1,1
32613,Monster - Black Temple - Bow, 2H - Shadowmoon Houndmaster,1,1
32614,Monster - Black Temple - Sword, 2H - Shadowmoon Weapon Master,1,1
32615,Monster - Black Temple - Sword, 1H - Shadowmoon Soldier,1,1
32616,Egbert's Egg,0,20
32617,Sleepy Willy,0,20
32618,[DEPRECATED]Crystalforged Darkrune,0,73
32619,Preserved Fruit,0,1
32620,Time-Lost Scroll,0,1
32621,Partially Digested Hand,70,1
32622,Elekk Training Collar,0,20
32623,Bossi's Spare Parts,0,1
32624,Large Iron Metamorphosis Geode ,0,1
32625,Small Iron Metamorphosis Geode,0,1
32626,Large Copper Metamorphosis Geode,0,1
32627,Small Copper Metamorphosis Geode,0,1
32628,Large Silver Metamorphosis Geode,0,1
32629,Large Gold Metamorphosis Geode,0,1
32630,Small Gold Metamorphosis Geode,0,1
32631,Small Silver Metamorphosis Geode,0,1
32632,Monster - Glavie, Illidan - Black Temple (Right Hand),1,1
32633,Monster - Glavie, Illidan - Black Temple (Left Hand),1,1
32634,Unstable Amethyst,0,70
32635,Unstable Peridot,0,70
32636,Unstable Sapphire,0,70
